fid,id,left,top,right,bottom,row_index,col_index,X,elv_cls,KG_cl_1,KG_cl_2,KG_cl_3,KG_c_1_,lnd_cv_,lnd_c__,bm_clss,bm_shr_,IPCC_r_,_count,_sum,layer,path,IPCC_r__count
266,691357,60,51,60.25,50.75,156,960,139277,100-400,D,Df,Dfa,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WSB,0,0,C1c negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c negative.gpkg|layername=C1c negative,2135
267,469741,-17,15,-16.75,14.75,300,652,68228,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAH,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,22
268,602309,29,-7,29.25,-7.25,388,836,108263,1500-3000,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,SEAF,14,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,154
269,328793,-66,-28,-65.75,-28.25,472,456,50896,1500-3000,B,BS,BSk,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SES,41,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,1729
270,734640,75,30.25,75.25,30,239,1020,150392,100-400,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,TIB,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,285
271,606553,30.5,12,30.75,11.75,312,842,110416,400-800,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,NEAF,6,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,173
272,277471,-83.75,22.5,-83.5,22.25,270,385,34917,0-100,A,Am,Am,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,CAR,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,104
273,337400,-63,-19.75,-62.75,-20,439,468,54068,400-800,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAM,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,555
274,469742,-17,14.75,-16.75,14.5,301,652,68227,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,WAF,4,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,57
275,163624,-123.25,44.25,-123,44,183,227,8357,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WNA,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,165
276,892980,130,45.25,130.25,45,179,1240,202656,400-800,D,Dw,Dwb,Continental,Croplands,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,RFE,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,177
277,216160,-105,50.25,-104.75,50,159,300,20379,400-800,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NEN,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,254
278,713054,67.5,26.75,67.75,26.5,253,990,144390,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,SAS,12,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,3119
279,811697,101.75,26,102,25.75,256,1127,175364,800-1500,C,Cw,Cwa,Temperate,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,EAS,9,1,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,3547
280,940093,146.25,-33,146.5,-33.25,492,1305,214884,100-400,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EAU,2,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,107
281,374840,-50,-19.75,-49.75,-20,439,520,63648,400-800,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,NES,1,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,1185
282,492692,-9,37.25,-8.75,37,211,684,70615,0-100,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,MED,1,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,2067
283,235733,-98.25,17,-98,16.75,292,327,25770,800-1500,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,SCA,5,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,148
284,490472,-9.75,52.25,-9.5,52,151,681,70270,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,NEU,1,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,651
285,790856,94.5,16.25,94.75,16,295,1098,167837,0-100,A,Am,Am,Tropical,Croplands,Croplands,Mangroves,Mangroves,SEA,41,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,882
286,777749,90,53,90.25,52.75,148,1080,164049,400-800,D,Dw,Dwc,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ESB,1,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,603
287,633812,40,37.25,40.25,37,211,880,122001,400-800,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WCA,2,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,1021
288,285498,-81,-4.25,-80.75,-4.5,377,396,36322,100-400,B,BS,BSh,Arid,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NWS,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,146
289,592291,25.5,-22.5,25.75,-22.75,450,822,103035,800-1500,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,ESAF,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,67
290,1007821,169.75,-45,170,-45.25,540,1399,220810,400-800,C,Cf,Cfb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NZ,2,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,21
291,633780,40,45.25,40.25,45,179,880,122024,0-100,C,Cf,Cfa,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EEU,7,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,2093
292,850802,115.25,-30.25,115.5,-30.5,481,1181,189046,100-400,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SAU,33,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,634
293,216199,-105,40.5,-104.75,40.25,198,300,20340,800-1500,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,CNA,8,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,2047
294,185269,-115.75,33,-115.5,32.75,228,257,12634,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,NCA,5,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,179
295,570733,18,-33,18.25,-33.25,492,792,92264,0-100,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WSAF,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,51
296,847913,114.25,-28,114.5,-28.25,472,1177,187987,100-400,B,BS,BSh,Arid,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,CAU,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,25
297,259423,-90,34.5,-89.75,34.25,222,360,31406,0-100,C,Cf,Cfa,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ENA,3,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,1504
298,734590,75,42.75,75.25,42.5,189,1020,150441,1500-3000,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ECA,3,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,76
299,311366,-72,8.75,-71.75,8.5,325,432,43277,0-100,A,Af,Af,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NSA,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,15
300,308675,-73,-38.5,-72.75,-38.75,514,428,41985,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SWS,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,80
301,170055,-121,56.5,-120.75,56.25,134,236,9606,400-800,D,Df,Dfb,Continental,Croplands,Croplands,Boreal Forests/Taiga,B. Forests,NWN,3,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,502
302,336764,-63.25,-40.75,-63,-41,523,467,53741,0-100,B,BS,BSk,Arid,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,SSA,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,3
303,507048,-4,48.25,-3.75,48,167,704,73696,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,WCE,1,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,5271
304,691357,60,51,60.25,50.75,156,960,139277,100-400,D,Df,Dfa,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WSB,0,0,C1c neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c neutral.gpkg|layername=C1c neutral,2135
305,469741,-17,15,-16.75,14.75,300,652,68228,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAH,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,22
306,602309,29,-7,29.25,-7.25,388,836,108263,1500-3000,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,SEAF,14,11,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,154
307,328793,-66,-28,-65.75,-28.25,472,456,50896,1500-3000,B,BS,BSk,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SES,41,22,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,1729
308,734640,75,30.25,75.25,30,239,1020,150392,100-400,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,TIB,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,285
309,606553,30.5,12,30.75,11.75,312,842,110416,400-800,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,NEAF,6,3,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,173
310,277471,-83.75,22.5,-83.5,22.25,270,385,34917,0-100,A,Am,Am,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,CAR,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,104
311,337400,-63,-19.75,-62.75,-20,439,468,54068,400-800,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAM,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,555
312,469742,-17,14.75,-16.75,14.5,301,652,68227,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,WAF,4,4,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,57
313,163624,-123.25,44.25,-123,44,183,227,8357,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WNA,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,165
314,892980,130,45.25,130.25,45,179,1240,202656,400-800,D,Dw,Dwb,Continental,Croplands,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,RFE,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,177
315,216160,-105,50.25,-104.75,50,159,300,20379,400-800,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NEN,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,254
316,713054,67.5,26.75,67.75,26.5,253,990,144390,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,SAS,12,12,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,3119
317,811697,101.75,26,102,25.75,256,1127,175364,800-1500,C,Cw,Cwa,Temperate,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,EAS,9,8,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,3547
318,940093,146.25,-33,146.5,-33.25,492,1305,214884,100-400,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EAU,2,2,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,107
319,374840,-50,-19.75,-49.75,-20,439,520,63648,400-800,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,NES,1,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,1185
320,492692,-9,37.25,-8.75,37,211,684,70615,0-100,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,MED,1,1,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,2067
321,235733,-98.25,17,-98,16.75,292,327,25770,800-1500,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,SCA,5,1,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,148
322,490472,-9.75,52.25,-9.5,52,151,681,70270,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,NEU,1,1,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,651
323,790856,94.5,16.25,94.75,16,295,1098,167837,0-100,A,Am,Am,Tropical,Croplands,Croplands,Mangroves,Mangroves,SEA,41,35,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,882
324,777749,90,53,90.25,52.75,148,1080,164049,400-800,D,Dw,Dwc,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ESB,1,1,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,603
325,633812,40,37.25,40.25,37,211,880,122001,400-800,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WCA,2,2,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,1021
326,285498,-81,-4.25,-80.75,-4.5,377,396,36322,100-400,B,BS,BSh,Arid,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NWS,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,146
327,592291,25.5,-22.5,25.75,-22.75,450,822,103035,800-1500,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,ESAF,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,67
328,1007821,169.75,-45,170,-45.25,540,1399,220810,400-800,C,Cf,Cfb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NZ,2,2,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,21
329,633780,40,45.25,40.25,45,179,880,122024,0-100,C,Cf,Cfa,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EEU,7,1,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,2093
330,850802,115.25,-30.25,115.5,-30.5,481,1181,189046,100-400,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SAU,33,31,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,634
331,216199,-105,40.5,-104.75,40.25,198,300,20340,800-1500,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,CNA,8,8,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,2047
332,185269,-115.75,33,-115.5,32.75,228,257,12634,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,NCA,5,3,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,179
333,570733,18,-33,18.25,-33.25,492,792,92264,0-100,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WSAF,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,51
334,847913,114.25,-28,114.5,-28.25,472,1177,187987,100-400,B,BS,BSh,Arid,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,CAU,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,25
335,259423,-90,34.5,-89.75,34.25,222,360,31406,0-100,C,Cf,Cfa,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ENA,3,3,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,1504
336,734590,75,42.75,75.25,42.5,189,1020,150441,1500-3000,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ECA,3,3,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,76
337,311366,-72,8.75,-71.75,8.5,325,432,43277,0-100,A,Af,Af,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NSA,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,15
338,308675,-73,-38.5,-72.75,-38.75,514,428,41985,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SWS,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,80
339,170055,-121,56.5,-120.75,56.25,134,236,9606,400-800,D,Df,Dfb,Continental,Croplands,Croplands,Boreal Forests/Taiga,B. Forests,NWN,3,3,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,502
340,336764,-63.25,-40.75,-63,-41,523,467,53741,0-100,B,BS,BSk,Arid,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,SSA,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,3
341,507048,-4,48.25,-3.75,48,167,704,73696,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,WCE,1,1,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,5271
342,691357,60,51,60.25,50.75,156,960,139277,100-400,D,Df,Dfa,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WSB,0,0,C1c positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C1c positive.gpkg|layername=C1c positive,2135
343,469741,-17,15,-16.75,14.75,300,652,68228,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAH,1,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,22
344,602309,29,-7,29.25,-7.25,388,836,108263,1500-3000,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,SEAF,5,3,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,154
345,328793,-66,-28,-65.75,-28.25,472,456,50896,1500-3000,B,BS,BSk,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SES,15,2,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,1729
346,734640,75,30.25,75.25,30,239,1020,150392,100-400,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,TIB,19,1,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,285
347,606553,30.5,12,30.75,11.75,312,842,110416,400-800,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,NEAF,6,4,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,173
348,277471,-83.75,22.5,-83.5,22.25,270,385,34917,0-100,A,Am,Am,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,CAR,6,1,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,104
349,337400,-63,-19.75,-62.75,-20,439,468,54068,400-800,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAM,1,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,555
350,469742,-17,14.75,-16.75,14.5,301,652,68227,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,WAF,0,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,57
351,163624,-123.25,44.25,-123,44,183,227,8357,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WNA,0,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,165
352,892980,130,45.25,130.25,45,179,1240,202656,400-800,D,Dw,Dwb,Continental,Croplands,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,RFE,1,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,177
353,216160,-105,50.25,-104.75,50,159,300,20379,400-800,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NEN,0,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,254
